text,label,named_label
" הוא לא [א1] הטריד [/א1] את הממסד הצרפתי בהצהרות מביכות, ושלטונות צרפת לא טרחו שיוסגר לידיהם לצורך העמדתו לדין. שתי פרשיות אחרות, נוסף על זו של רנה בוסקה, נמצאות אף הן כיום בדיון משפטי מוקדם [א2] שנמשך [/א2] זמן רב: זו של מוריס פאפון וזו של פול טובייה.",3,VAGUE
" בבקשתו מציין שריר, [א1] שעמד [/א1] לפני זמן קצר לעבור למפלגת העבודה, כי עליו להיות צד בדיון מכוח מעמדו המיוחד במפלגה הליברלית ובהיות ההחלטה החלטה הרת גורל באשר לרכוש המפלגה ובאשר לעצם מעמדה המשפטי. פרקליטי שריר [א2] הוסיפו [/א2] כי ""המפלגה חיה וקיימת"".",0,BEFORE
" חילוף המשמרות תובע מצדנו סבלנות וגם הפסדים לא מחוייבים, כמו בגליל. מי שמשקיף על הליגה מלמעלה הוא יורם חרוש, מאמן הפועל ירושלים, שבעונה השניה שלו אחרי מחצית עונת אשתקד, בה [א1] החליף [/א1] את היוגוסלווי פארוק קולאנוביץ [א2] מציג [/א2] תלכיד מצויין.",0,BEFORE
" המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו [א1] יגיע [/א1] לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת [א2] ובאה [/א2] על ארץ ישראל; העם מכיר בחטאו, חוזר בתשובה וזוכה לגאולה שלמה.",3,VAGUE
" הצדדים [א1] הסכימו [/א1] בזמנו לעקל את משרדי דיור לעולה בתל-אביב בסכום של 052 אלף דולר, כדי להבטיח שלקמחי יהיה ממה לגבות הכספים למקרה שיזכה. בבקשה לבית-הדין טען עו""ד חיים ברנזון כי העיקול הישן אינו [א2] מספיק [/א2] וחלו מאז שינויים מהותיים.",0,BEFORE
" הפתקים הכתובים ערבית [א1] שנמצאו [/א1] בארנקו, לצד מודעות בעיתונים על הופעות כהנא בניו-יורק, תורגמו על-ידי החוקרים, ונמסר כי הם היו בעלי אופי אישי. אתמול [א2] נמסר [/א2] כי החשוד פוטר מעבודתו בעיריית ניו-יורק, שבה שימש כטכנאי חימום וקירור בבית המשפט הפלילי במנהטן.",0,BEFORE
" לטובת חיפה שיחקו גם שלוש קבוצות צמרת הצמודות אליו, שהפסידו [א1] ואיפשרו [/א1] לחיפאים לנצל את ההזדמנות הזו במלואה. אל המקום השני נסוג בית""ר ירושלים, שירד לנגב [א2] ואיפשר [/א2] למארחו בבאר שבע להשיג את ניצחונו הראשון העונה (2 0), אחרי סידרה בלעדית מפתיעה של 5 תיקו בזה אחר זה.",0,BEFORE
" בחוזר שהופץ לפני ימים מספר בין כל עובדי הבנק נאמר, בין השאר, כי ב""מפעל סולתם שיסתה ההנהלה כלבים בעובדים, וכאן היא [א1] משסה [/א1] קבוצות עובדים אחת בשנייה. בסולתם ראש המפעל קיבל על עצמו אחריות למחדלים שהם פחותים מהעוולות הניהוליות [א2] שמבצעת [/א2] הנהלת הבנק.",2,EQUAL
" הפועל בת ים, שנוצח במשחק הראשון בידי גנק רוזנסל הבלגית 3 0, [א1] יקיים [/א1] הערב את הגומלין, גם כן בבלגיה. אלופת הנשים, הפועל מטה אשר, [א2] תקיים [/א2] את שני משחקיה עם אנוטוניוס הרנטאלס בבלגיה, בגביע האלופות.",0,BEFORE
" מי [א1] שחולש [/א1] על הכספים הוא ראש העיר הקשור בארגוני הפשע. חלק חשוב מהתקציבים שאושרו בזמנו מופקדים בבנקים [א2] המקורבים [/א2] לראש הממשלה לשעבר, הדמו-נוצרי דא מיטה, בן האזור.",3,VAGUE
" המאמן רז אמר, כי קביעת משחקי המיבחן [א1] תיעשה [/א1] רק לאחר שיתברר אם הטורניר יהיה בישראל. המאמן רז [א2] ביקש [/א2] שנבחרת הנוער תתמודד עם האולימפיים של פולין, אך המשחק לא יצא לפועל בגלל חוסר תיאום לגבי המועד.",1,AFTER
" למעשה, מכתב של המרכז האיסלמי בקלן להורים טורקיים [א1] אסר [/א1] על תלמידות טורקיות כל השתתפות בשיעורי התעמלות, ובעיקר בשיעורי שחייה. בגיל 71 הוציא אביה את מליה מבית-הספר, שכן לא [א2] רצה [/א2] להסתכן עוד בלימודיה בכיתה מעורבת.",0,BEFORE
" מעריכים כי פוטנציאל הביקוש של הקבלנים וחברות הבנייה להשתלבות בעבודות הבנייה להיקפים של כ5405 אלף יחידות-דיור. התאחדות הקבלנים ביקשה מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה [א1] מבקשים [/א1] הם לבצע בדרך של בנייה יזומה על קרקעות אשר יוקצו להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית [א2] שתהווה [/א2] אחד מן המסלולים שיופעלו על-ידי המשרד.",0,BEFORE
" הוא [א1] הכחיש [/א1] שרצח את כהנא. לאחר סדרת חיפושים בדירות שבהן התגורר א-נוסייר, [א2] ממשיכים [/א2] החוקרים להאמין שפעל לבדו.",0,BEFORE
" אני רוצה שהילד שלי [א1] יסתכל [/א1] בעיניים של הילד הפגוע ויגיד לו: ""אתה לא לבדך בירושלים, כי גם אנחנו הגרים בנווה-מונסון, אתך בלב איתן ביחד"". אני מוכן להעיד כי גם אבי ז""ל, [א2] שלקח [/א2] אותי באוטובוס לירושלים בשנת תרצ""ח כאשר הערבים ירו על כביש באב אל-ואד, אמר לי: ""אלי! אם תשמע יריות תתכופף, אבל אל תפחד"".",1,AFTER
" קרובי משפחתו סירבו להניח על ארונו את זר עלי הדפנה [א1] ששלח [/א1] נשיא המדינה, שכן המרירות נגד אוזלת-ידה של רומא גוברת. שר האוצר, [א2] המתמודד [/א2] עם גירעון תקציבי גדול, מסרב להגדיל את תקציבי משרד המשפטים (לפי שעה כ7% בלבד מתקציב המדינה).",1,AFTER
" בשנת 4891 [א1] עלתה [/א1] שם לשלטון מפלגת העבודה וחוללה מהפך בלתי צפוי. במקום להגביר את מעורבות הממשלה במשק, להגדיל את הריכוז ולחזק את הפיקוח על הפעילות הכלכלית, היא [א2] הנהיגה [/א2] ליברליזציה מרחיקת-לכת: הוחלה רפורמה נדיבה במערכת המיסוי, צומצמו או בוטלו ההגנות על התעשייה, נמכרו חברות ממשלתיות, חוסלו מערכות סבסוד וניתן חופש פעולה מונטרי לבנק המרכזי.",0,BEFORE
" פניתי לדובר משרד המשטרה וזה מסר, לאחר בדיקה, כי העניין נתון לחקירת משמר הגבול. כאשר [א1] התפרסמה [/א1] גרסת דובר משרד המשטרה, [א2] נזעק [/א2] מפקד משמר הגבול לתקן: החיל שלו לא חקר את המקרה ואינו יודע עליו כלל.",0,BEFORE
" אמנם ירושלים שיחקה רק בשני מישחקי חוץ מתוך שבעה, אבל ניצחה בהם את מכבי תל אביב (98 66) ואת הפועל תל אביב (79 38). נקודה נוספת הראויה לציון, היא שהפועל ירושלים [א1] משחק [/א1] תמיד נגד קבוצה [א2] שנחה [/א2] וגם ""ריגלה"" אחריה ובכל זאת הצליחה להפגין עליונות, פרט למעידה בבית נגד מכבי רמת גן.",1,AFTER
"מאמרו של תום שגב, ""הקרב על סן סימון היה או לא היה"" (""הארץ"" 105), הגיע לידי רק בימים אלה. למרות שחלפו מאז 24 שנה, ולמרות שאירועי ימים אלה אולי [א1] מאפילים [/א1] על כל דבר אחר, אני [א2] מרגיש [/א2] חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר.",3,VAGUE
"מרכז הפועל אוסר על שחקני הפועל בית שאן להופיע עם סרט שחור (לזכרו של מאיר כהנא) במשחק עם הפועל אום אל-פאחם בליגה א מחוז צפון, שיהיה השבת. מנכ""ל הפועל יעקב אבימור [א1] הבהיר [/א1] אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים יממשו את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם [א2] יועמדו [/א2] לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל.",0,BEFORE
" משבר המפרץ [א1] מלמד [/א1] את האמריקאים, בדרך הקשה, את כללי המשחק באזור הזה. סגן שר החוץ, בנימין נתניהו, הורה לנציגי ישראל בבירות העולם להזכיר לדעת הקהל כי בנובמבר 1791 דחתה ממשלת גולדה מאיר החלטה של מועצת הביטחון לשגר לירושלים משלחת סקר, [א2] שתדווח [/א2] על ההתיישבות היהודית החדשה במזרח ירושלים.",1,AFTER
"הוועד הפועל של מכון התקנים בישראל [א1] אישר [/א1] אתמול כללים חדשים להכנת תקנים ישראליים, מתוך מטרה [א2] שיקלו [/א2] על הסחר עם אירופה ויסייעו לתעשיית היצוא הישראלית. הכללים יגבילו את האפשרות להשתמש בתקינה כבמכשיר הגנה על התוצרת המקומית מפני היבוא בהתאם למדיניות החדשה שהנהיג משרד התעשייה והמסחר.",0,BEFORE
" כאשר עלה בגין לשלטון ב7791 כתב כהנא: ""סוף סוף יש לנו ראש ממשלה יהודי"", והגדיר את המהפך הפוליטי כ""נס הנסים"". כעבור שנה, כאשר [א1] נחתמו [/א1] הסכמי קאמף-דייוויד, [א2] גרם [/א2] לו גיבורו אכזבה מרה.",0,BEFORE
" בישיבה הוחלט שאגודת פועלי הבניין בהסתדרות מרחב חיפה, תגיש בימים הקרובים הצעה לשינוי במבנה השכר של פועלי הבניין במטרה למשוך עובדים לענף זה. מרכז האגודה, שמחה אבהר, [א1] מסר [/א1] כי רק 61 מועמדים, מהם 01 עולים ושישה חיילים משוחררים, [א2] נרשמו [/א2] לקורס הראשון להכשרה מקצועית בענפי הבנייה שהתקים במכללת עמל בקריית חיים ביוזמת ההסתדרות, ומשרד העבודה והרווחה.",1,AFTER
"ראש עיריית תל-אביב, שלמה להט, עומד על כך שלשכת המהנדסים [א1] תפנה [/א1] את הבית המשמש כיום כמשכנה בתל-אביב ""בית המהנדס"" ברחוב דיזנגוף בתל-אביב, וזאת בטענה שהקרקע עליו [א2] עומד [/א2] הבית היא קרקע עירונית וכי ההסכם לפיו החכירה העירייה את המגרש שעליו הוקם הבית פג עוד לפני שמונה שנים. על פי להט, בכוונת העירייה להקים במקום גן ציבורי.",1,AFTER
"ארה""ב [א1] קרבה [/א1] בקצב מהיר לפרשת דרכים: על ממשלתה להחליט האם אפשר ליישב את המשבר במפרץ הפרסי במשא ומתן ישיר, מתוך, או או""מי או שלמעשה לא נותר אלא להילחם או להרים רגליים. על קרבת מועד ההחלטה [א2] מעידה [/א2] התכונה: הכל נוסעים.",0,BEFORE
" מספר השוטרים יגדל וייתכן ששר האוצר [א1] יסכים [/א1] להגדיל את תקציב משרד המשפטים. למרות זאת, השאלה העיקרית היא באיזו מידה ומתי [א2] תתגייס [/א2] רומא הפוליטית למלחמה בהיקף מלא בפשע המאורגן.",0,BEFORE
" ואין זה [א1] משנה [/א1] אם המנחה היה ירון לונדון, שהבליט את אישיותו הטלוויזיונית, או מיכאל הנדלזלץ שהיה מסויג יותר בהבלטת אישיותו. התוכנית הזו [א2] שידרה [/א2] יומרנות תרבותית שלא הצדיקה את עצמה, ותחושה של נחיתה בטריטוריה גבולית סמוכה.",0,BEFORE
" כאן אין [א1] אוהבים [/א1] ביותר את הרעיון של מלחמה במפרץ הפרסי. יום אחד בשבוע [א2] שעבר [/א2] מרח העיתון המקומי ""דה מוין רגיסטר"" כותרת ענקית לרוחב מלוא העמוד הראשון של מוספו היומי.",0,BEFORE
" רעיונותיו, מעשיו וסיסמאותיו זכו לתהודה עצומה בין ערביי השטחים וישראל, והעיתונות הפלשתינית לא [א1] חדלה [/א1] מלעסוק בו גם אחרי שהתקשורת הישראלית החליטה להתעלם ממנו. ב2791 היה כהנא הישראלי הראשון [א2] שרואיין [/א2] בעיתון מזרח-ירושלמי.",0,BEFORE
" אם יחויב לנהוג כך, [א1] תעמוד [/א1] בפניו הברירה של הקטנת העלות הכוללת באמצעות צמצום היקף ההזדקקות למשאב היקר. התוצאה בתחום כוח האדם תהיה יותר [א2] מפוטרים [/א2] מהמפעלים ופחות תעסוקה בהמשק, והכל הודות לפעילות-היתר של איגודים מקצועיים וחוסר האונים בהתמודדות אתם.",0,BEFORE
" שניים מהם [א1] אושפזו [/א1] לקבלת טיפול בבית החולים הממשלתי ברמאללה. באדר עלי אבו זהרה, סטודנט להנדסה, תושב הכפר יאטה, [א2] נפגע [/א2] בגבו וידו נשברה; נידאל פאיז אל פכוור, בן 12 מטובאס, תלמיד בחוג לאנגלית איבד שתיים משיניו; 51 סטודנטים נוספים טופלו במרפאה מקומית ושוחררו לבתיהם.",1,AFTER
" הוא [א1] פרש [/א1] מתפקידו במנצסטר סיטי רק לפני שלושה ימים, כדי להחליף את קולין הארווי שישמש מעתה סגנו. קנדל, ""המשיח החדש"" בעיני אוהדי אוורטון, יחל במיבצע ההצלה במשחק חוץ שיהיה מחר נגד [א2] סוגרת [/א2] הטבלה, שפילד יונייטד, עדיין ללא ניצחון.",3,VAGUE
" הוא לא התבלבל, והם [א1] נראו [/א1] כמי שמצאו שלל רב. כאשר [א2] הגיעו [/א2] למסקנה כי תפסו את הפרינציף וסגרו את מכשיריהם, סיננו המאזינים לעברם קללות ואיומים: ""הכל בגללכם; אתכם צריך לגמור"".",0,BEFORE
" טילפנתי לרוקח האחראי, מר ליזר קסל. כעבור יומיים, הוא [א1] טילפן [/א1] אלי, לירושלים, הודיע לי שבדק את כל קו הייצור [א2] ומצא [/א2] כי אין תקלה בתרופה עצמה, אלא שהיא יבשה מהרגיל ומתפוררת יותר.",1,AFTER
" כהנא אומר בו לערבים שהוא איננו שונא אותם. הוא אוהב יהודים [א1] ומבין [/א1] בהחלט שהערבים [א2] מתעבים [/א2] את היהודים, ורואים בהם זרים שבאו להשתלט על ארצם ועל אדמתם.",1,AFTER
" על-פי החלטות הממשלה [א1] יישלחו [/א1] בהקדם שופטים ועובדי משרד המשפטים לדרום, כדי לאייש את המקומות הדרושים. מספר השוטרים [א2] יגדל [/א2] וייתכן ששר האוצר יסכים להגדיל את תקציב משרד המשפטים.",2,EQUAL
" אני מוכן להעיד כי גם אבי ז""ל, שלקח אותי באוטובוס לירושלים בשנת תרצ""ח כאשר הערבים ירו על כביש באב אל-ואד, אמר לי: ""אלי! אם תשמע יריות תתכופף, אבל אל תפחד"". ולכן אני [א1] אומר [/א1] לכל ילדי ישראל: אל תפחדו! סעו לירושלים, אפילו אם יורים או אם [א2] מתעופפים [/א2] שם סכינים.",1,AFTER
" הורים טורקיים [א1] מייחסים [/א1] אמנם חשיבות גוברת והולכת להשכלתן של הבנות, אבל עצמאותן הגוברת מפחידה אותם. יתר על כן, במהלך הלימודים [א2] באות [/א2] הבנות במגע עם בני המין השני ללא פיקוח ההורים.",0,BEFORE
" מכבי תל אביב השיג את ניצחונו השני, הפעם על צפרירים בחולון, רק 21 אבל מספיק כדי להעלות את המוראל ולהגביר את התחושה שעם שני הניצחונות הרצופים תחל התקופה הוורודה שהאוהדים כך מייחלים לה. הפועל ירושלים [א1] הותיר [/א1] את מכבי נתניה אחת משלוש הקבוצות היחידות שעדיין לא השיגו ניצחון, כאשר גבר על הנתנייתים 1 0 [א2] ודירדר [/א2] אותם לשכנות - במצוקה עם שני סוגרי הטבלה מחולון ומכפר סבא.",2,EQUAL
" באחרונה הגיעה הקרן להסכם עם אחד המפעלים הגדולים [א1] המתמחים [/א1] בתעשייה עתירת-ידע, לפיו 1,000 העובדים בו יצטרפו לקרן. חלק מעובדים אלה [א2] יצטרפו [/א2] רק לקרן הפנסיה ואחרים יבחרו מסלול הקיים רק במסגרת תשורה, לפיו ישלבו פנסיה וביטוח חיים.",0,BEFORE
 לב דווקא המקומיים [א1] שפיגרו [/א1] 0 2 בתום המחצית הראשונה החמיצו נצחון אחרי שתקפו ברוב שלבי המשחק. במחצית השניה [א2] הגבירה [/א2] חדרה את לחצה והשערים שכבשה היו רק ענין של זמן.,0,BEFORE
" מנגד, דווקא שחקני גבת [א1] הפתיעו [/א1] במשחק לחימה, כאשר בשורותיהם בלטו רוברטס ואריה רוזנברג. לא חסר הרבה [א2] שיחוללו [/א2] הפתעה גדולה.",0,BEFORE
" בישיבה הוחלט כי המשרד לאיכות הסביבה ישלם למשרד התעשייה והמשרד חצי מיליון ש""ח עבור מרכזיית הטלפונים של תמ""ס שתועבר יחד עם המבנה לרשות המשרד לאיכות הסביבה. מרינוב [א1] זעם [/א1] על ההחלטה, ובמשרד לאיכות הסביבה [א2] טענו [/א2] כי לא ימלאו אותה.",0,BEFORE
" שר האוצר, [א1] המתמודד [/א1] עם גירעון תקציבי גדול, מסרב להגדיל את תקציבי משרד המשפטים (לפי שעה כ7% בלבד מתקציב המדינה). על הממשלה [א2] מופעל [/א2] לחץ גם מצד תנועות לאוטונומיה מקומית בצפון, שזכו בהצלחה מרשימה בבחירות המקומיות במאי השנה.",2,EQUAL
" מהלשכה המרכזית לסטטיסטיקה נמסר אתמול שכ581 מיליוני דולר מתוספת זו [א1] נובעים [/א1] מעליית ערך ייבוא הדלק, ו29 מיליון ד מייבוא אוניות ומטוסים. בחודשים אוגוסט וספטמבר עלו המחירים של מוצרי האנרגיה [א2] שיובאו [/א2] לישראל ביותר מ05% לעומת יוני ויולי, לפני פרוץ המשבר במפרץ.",3,VAGUE
" מותו של סאלם איסמעיל מובארק רק [א1] ריחף [/א1] בחלל האולם שבו התנהל המשפט, אך לא נחת על שולחנם של השופטים תת-ניצב אברהם מלכה, ניצב משנה זיווה פרי-הר, וסגן-ניצב משה אלכסנדרוני. על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, [א2] שחרש [/א2] באותה שעה את חלקת האדמה המשפחתית באזור בית סחור.",1,AFTER
"השבוע, ביום שלישי לפני הצהריים, כמה שעות לאחר [א1] שנודע [/א1] על הרצחו של מאיר כהנא, עמד צעיר בעל עצמות לחיים גבוהות בקומת הכניסה של מטה ""כך"" בירושלים ונשא דברים מתלהמים. על מסירות הנפש של מאיר כהנא שהפך לקורבן עולה; על שוטרים ערבים המפקחים על כניסת יהודים להר הבית ועל הקשר שיש להם עם ארגוני חבלה ערביים [א2] שהכינו [/א2] רשימה של יהודים שיש להתנקש בחייהם; על כך שמהיום והלאה מוטב לכל ערבי להתבונן היטב סביבו, עשרים וארבע שעות ביממה, משום שמישהו עלול לארוב לו.",3,VAGUE
" לוי זעם וקרא בקול ""אם [א1] תגעו [/א1] בסלוצקי תהיה מלחמת עולם"". האיום לא [א2] השפיע [/א2] על שרון.",3,VAGUE
" הוועדה [א1] המשיכה [/א1] אתמול את הדיון בנושא מחירי הדלק ובפניה הופיעו ראשי משרד האוצר והאנרגיה. אחדים מהח""כים [א2] תבעו [/א2] לחייב את משרדי האוצר והאנרגיה לקבל את הסכמת הוועדה כל אימת שירצו להעלות את מחירי הדלק, בדומה לנעשה לגבי מחירי המים.",0,BEFORE
" ""חיכיתם לליגה כזו 02 שנה"", אמר לנו בסוף השבוע מאמן מכבי תל אביב צבי שרף. הדברים נאמרו לא כדי להפחית מיכולת קבוצתו, אלא מתוך הכרה שקבוצות רבות [א1] התחזקו [/א1] וכי למכבי תל אביב לא יהיה קל כמו בשנים [א2] עברו [/א2] לזכות במקום הראשון בתום הליגה הסדירה, אשר נתן לו מיקדמה לקראת הפליי-אוף.",1,AFTER
" נהפוך הוא: ככל שחולף הזמן [א1] ירבו [/א1] ההתנחלויות היהודיות ויגבר הפונדמנטליזם האיסלמי. התנהגותה של ארצות הברית במועצת הביטחון בפרשת הר הבית (נתניהו טוען שהאמריקאים אינם נבהלים גם מהרעיון לכנס לראשונה בתולדות אמנת זנווה את המדינות החתומות עליה), הנחישות שגילה הממשל בעניין הכוונת העולים והכספים לישראל בגבולותיה המצומצמים ייתכן שאלה עדויות ראשונות לכך שהממשל [א2] מבין [/א2] לא רק את אילוצי הקואליציה שלו עם המוסלמים האדוקים.",1,AFTER
" בינתיים ראשון לציון מפתיעה. [א1] אומר [/א1] ברקוביץ: ""גם בשנה [א2] שעברה [/א2] היינו הפתעת הליגה בסיבוב הראשון, ואתם יודעים מה קרה בסופו של דבר.",1,AFTER
" אף שארה""ב התנגדה מאז ומתמיד לצעדי הסיפוח של ישראל, היא לא השכילה להבין כי [א1] בהטילה [/א1] שוב ושוב וטו על החלטות האו""ם, היא מרגילה את הציבור הישראלי להאמין שאפשר להשליך הצדה את הצהרותיה באותו עניין עצמו. בהרצאה שנשא בחודש מארס טען פרופסור יהושפט הרכבי כי בכך איפשרה ארה""ב לממשלות ישראל ולציבור בארץ לבצע משגים, שיום אחד הם אלה [א2] שייאלצו [/א2] לשלם את המחיר בעבורם.",0,BEFORE
" לב קפספבינהרבה החמצות ממצבים נוחים של יבנה, בגלל משחק הגנתי של טבריה שהזמינה התקפות. בין חלוצי יבנה, [א1] שהרבו [/א1] להחמיץ, [א2] ניצל [/א2] אנריקה ורון הזדמנות אחת בלבד, כדי להעניק לקבוצתו פרס של 3 נקודות בעד נצחון שהיתה ראויה לו.",0,BEFORE
" מכבי תל אביב ניצל את אולמו הביתי, כדי להשיג ניצחון לא [א1] משכנע [/א1] על הפועל חולון 78 86. אד הורטון שיחק רק 5 דקות ואולי עם החלפתו [א2] יזוז [/א2] משהו ביד אליהו.",0,BEFORE
" המעשה הקובע הוא רצון האל, קבע, וגם אם הוא עצמו יגיע לראשות הממשלה יבוא אסון גדול על מדינת ישראל אם תושביה לא יחזרו בתשובה. כהנא חזה את אחרית הימים כאפשרות ממשית קרבה והולכת, באופן האפוקליפטי שבו היא מתוארת בתנ""ך: עם ישראל מביא את עצמו עד לסף כליה, בגלל נטישתו את ה; מלחמת גוג ומגוג מתרגשת ובאה על ארץ ישראל; העם [א1] מכיר [/א1] בחטאו, [א2] חוזר [/א2] בתשובה וזוכה לגאולה שלמה.",0,BEFORE
" נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, [א1] ייחל [/א1] לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה התחזק כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא טופל כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא [א2] נענו [/א2] אף הן.",0,BEFORE
