id,document_number,window_number,pair_number,text,hadar,shir
22.28.119,22,28,119," האמריקאים לא [א1] יתנו [/א1] זאת, והמסר שהיה בעמדת ואשינגטון במועצת הביטחון ובפרשת המשלחת לשטחים היה ברור מאוד. אם מישהו חשב לפני שלושה שבועות שאישים כמו חוסייני [א2] יגורשו [/א2] מכאן, הנה עתה מוכרחה ישראל לעשות הכל כדי שערבים לא ייפגעו.",,VAGUE
73.8.24,73,8,24," נסים [א1] טילפן [/א1] אל שוחט ודחק בו לקבל החלטה ללא דיחוי. הוא [א2] הסביר [/א2] כי במוצ""ש יטוס לחו""ל ואינו יכול להופיע בפני מארחיו בלי החלטות שיביאו ליישום תוכניתו לעידוד השקעות הון.",BEFORE,BEFORE
131.31.81,131,31,81, אלה הטוענים גם לארץ רחבה וגם לצדק היסטורי בלי לקחת בחשבון את העם הפלשתיני פוחדים. עד כדי כך הם [א1] פוחדים [/א1] ששר הביטחון [א2] החליט [/א2] לחדש את הקו הירוק ולסגור את השטחים.,BEFORE,BEFORE
111.1.14,111,1,14," כחלוף שבוע נחלו שתיהן הפסדי חוץ, במחזור השישי של הליגה, בלי שהצליחו אפילו להבקיע שער כדי להחזיר את הפיסגה לקבוצת מכבי חיפה, [א1] הנחשבת [/א1] על ידי מומחים ופרשנים, ובצדק, לקבוצה הטובה ביותר בעונה זו. אחרי משחקי אתמול נותר הפועל באר שבע היחיד שעדיין לא נוצח; ואת הטבלה סוגרות שלוש הקבוצות היחידות שעדיין לא [א2] השיגו [/א2] ניצחון (כפסר סבא, חולון, נתניה).",AFTER,VAGUE
128.12.95,128,12,95," השטן, בהגינותו הרבה, מבהיר מראש, כי לא יוכל להעניק לטיבו את כל הטוב [א1] שיחפוץ [/א1] בו, אלא רק לדאוג לכך שכל הרע שיאחל לזולתו אמנם יתגשם. בתמורה [א2] דורש [/א2] השטן שערה אחת משערות ראשו של טיבו עם התגשמות האיחול הרע הראשון, שתיים עם השני, ארבע עם השלישי וכן הלאה.",,AFTER
27.95.693,27,95,693," מהעניין נדף ריח קשה. נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, [א1] ייחל [/א1] לרגע [א2] שתיפסק [/א2] האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם.",BEFORE,EQUAL
133.19.53,133,19,53," גם החוק הפלילי החדש, שאושר אחרי שנות מאבק פוליטי, מסייע בעקיפין לפשע. החוק [א1] המגן [/א1] על האזרח [א2] מגן [/א2] למעשה על הפושעים של הדרום.",,EQUAL
11.71.215,11,71,215," ""איש לא אמר הבה ניצור אווירה שבה נוכל לבחור נשיא שמרן"", זוכר לזלי לנקובסקי, אחד השותפים למזימה. לנקובסקי, [א1] שניהל [/א1] את קרן סמית-ריצרדסון וכיום מנהל את מכון הדסון, אומר כי הרעיון לא היה כל-כך לתת מענקים לחשיבה הימנית כשלעצמה, אלא לתגמל חלופות לכל החשיבה השמאלית [א2] שקיבלה [/א2] עד אז תגמולים ומימון.",VAGUE,AFTER
101.9.105,101,9,105," קשרי מכבי, נימני, קלינגר, זוהר ושוהם שהחליף את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין [א1] מפריע [/א1] באגף הימני, שילח כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער שספגו נותרו החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, כשהמורחק התורן הוא אילן חכים שבעט ללא כדור באלי דריקס [א2] וראה [/א2] את כרטיסו האדום של שיינר.",NONE,BEFORE
60.3.64,60,3,64," לדבריו הוקם באלביט גוף שמפקח על הקניות [א1] ובודק [/א1] כל הזמנה המיועדת לחו""ל, אם ניתן לרכוש אותה בארץ. עוד נמסר כי אלביט תעביר לרשות לשיתוף פעולה את רשימות החברות בחו""ל שמהן היא [א2] קונה [/א2] מוצרים, כדי שהרשות תפעל להשגת רכש גומלין מאותן חברות.",,AFTER
63.16.112,63,16,112," תרומת היישוב החדש לכלכלה וליוזמה הפרטית בראשית המאה עשרים היתה בשורה ארוכה של הכנסת טכנולוגיות חדישות בחקלאות ותעשייה, כמו, לדברי ד""ר שאול כץ, בפרדסנות בפתח-תקווה, ולדברי ד""ר יוסי כץ בניסיונות הראשונים [א1] שנעשו [/א1] ביישוב להקים מפעלי תעשייה חדשים, דוגמת פעילותו של ד""ר קלינקר במוצא ליד ירושלים, או מפעל השמן של נחום וילבושביץ בבן-שמן. בסיכום הכנס [א2] עלתה [/א2] השאלה, מי בנה את ארץ-ישראל בראשית המאה.",BEFORE,BEFORE
5.2.16,5,2,16," אם כל נושא משרה יפוטר מיד עם השגיאה הראשונה, [א1] תסבול [/א1] המדינה מסבב בלתי פוסק של בעלי תפקידים בכירים, חסרי ניסיון וחסרי ביטחון. [א2] מתקבל [/א2] הרושם שהיחידים במדינה הזו שאינם צריכים לחשוש מתוצאות מעשיהם הם הפוליטיקאים.",AFTER,AFTER
128.14.114,128,14,114," טיבו זונח את אומנות הסנדלרות ומתקיים על הציד שצדים למענו זאבי היער [א1] הכפופים [/א1] כמובן ישירות לשטן. הוא רוכש לעצמו בגדים נאים [א2] ונהנה [/א2] מחברתן של נשים יפות, למעלה ממעמדו.",,BEFORE
54.7.39,54,7,39," האיום לא השפיע על שרון. בכירים במחנה לוי, שראו כיצד [א1] מתייחס [/א1] שרון אל סלוצקי, [א2] הביעו [/א2] כעס רב על שר החוץ, ש""נטש חלק מנאמני המחנה המכהנים במשרות בכירות בחברות השיכון הממשלתיות ובמשרד השיכון"" כדבריהם.",,BEFORE
15.0.3,15,0,3,"אדם נהרג, אדם נרצח בידי רעולי פנים ואחר [א1] נדקר [/א1] על ידם, 803 נפצעו, לפי מקורות פלשתיניים, וכן [א2] נפצעו [/א2] שישה חיילי צה""ל ותיירת אחת באירועי השבוע בשטחים. חמישה חיילי צה""ל נפצעו באורח קל בתקריות קשות שהיו בסוף השבוע ברצועת עזה.",VAGUE,EQUAL
13.5.21,13,5,21," הוא לא הטריד את הממסד הצרפתי בהצהרות מביכות, ושלטונות צרפת לא [א1] טרחו [/א1] שיוסגר לידיהם לצורך העמדתו לדין. שתי פרשיות אחרות, נוסף על זו של רנה בוסקה, [א2] נמצאות [/א2] אף הן כיום בדיון משפטי מוקדם שנמשך זמן רב: זו של מוריס פאפון וזו של פול טובייה.",VAGUE,VAGUE
83.3.4,83,3,4, כן [א1] תקיים [/א1] החברה שלוש טיסות שכר שבועיות לישראל בעונת תיירות הקיץ הקרובה. בסיורים שתציע החברה [א2] ייכללו [/א2] כל יעדי התיירות בארץ.,EQUAL,AFTER
124.14.39,124,14,39," הבנות בעיקר סובלות מ""ציפיות סותרות"" של הוריהן, אומר היועץ הפסיכולוגי בבתי-ספר בברלין, גומהור טקבאסרן: המסר הוא ""אסור לך לבלוט אבל את חייבת להישאר טורקייה"" (לבלוט בסביבה ולעורר את לעגה על-ידי בגדים הנחשבים צנועים ומטפחת ראש), סתירה שאינה ניתנת ליישוב. כמעט כל הילדים בגילאי בית-ספר הבאים למשרד לייעוץ משפחתי בוואדינגר [א1] סובלים [/א1] מהרטבת לילה, [א2] אומר [/א2] טקבסארן.",,BEFORE
109.8.12,109,8,12, פול גאסקוין [א1] קבע [/א1] 1 0 לטוטנהאם בדקה ה-01 אולם אלן קורק הישווה בדקה ה-72. בדקה ה-34 [א2] עלתה [/א2] ווימבלדון ליתרון 21 משער של פול מקגי.,BEFORE,BEFORE
55.5.90,55,5,90," לטענת המהנדסים מתכחש כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט שדן בעניין דומה [א1] הקשור [/א1] עם מכון התקנים. בעדותו בבוררות אמר להט, כי בית המהנדס איננו מהווה יותר מוסד ציבורי, שכן לשכת המהנדסים הפכה אותו לעסק, [א2] בהשכירה [/א2] חלק מהמקום למפעיל אולם שמחות.",VAGUE,VAGUE
15.0.5,15,0,5,"אדם נהרג, אדם נרצח בידי רעולי פנים ואחר נדקר על ידם, 803 נפצעו, לפי מקורות פלשתיניים, וכן [א1] נפצעו [/א1] שישה חיילי צה""ל ותיירת אחת באירועי השבוע בשטחים. חמישה חיילי צה""ל [א2] נפצעו [/א2] באורח קל בתקריות קשות שהיו בסוף השבוע ברצועת עזה.",VAGUE,BEFORE
133.27.96,133,27,96," גם כוחות המשטרה יתוגברו. הממשלה [א1] סירבה [/א1] לקבל את הצעתו של שר המשפטים להעניק פרס מיוחד לשופטים העובדים בדרום, בטענה שהדבר [א2] יגרור [/א2] אחריו פרסים למשטרה האזרחית והצבאית ולפקידי ממשלה רבים אחרים באזורי סכנה.",,BEFORE
65.6.48,65,6,48,"4 מיליון ש""ח. פרקליטי התובעים, עו""ד מיכאל לב, [א1] מציין [/א1] בכתב התביעה כי [א2] מדובר [/א2] בתופעה קיצונית ומדהימה בחומרתה של מעשים לא-חוקיים מצד הנתבעים, שהביאו להתמוטטותה של החברה ולהתמוטטות כללית של התובע (מנהל החברה), אשר לאחר שנים ארוכות של ניהול עסק רווחי נאלץ למכור את ביתו ורכושו ונותר ללא קורת גג, רכוש, כספים וכבוד.",NONE,AFTER
124.19.65,124,19,65, כאשר מדובר בכבוד המשפחה יכולות אימהות להיות מסוכנות במיוחד לבנותיהן. אישה בת 24 באה למרפאה שם [א1] התלמדה [/א1] בתה בת ה91 כאסיסטנטית רפואית [א2] וניסתה [/א2] לדקור אותה בסכין לחם.,,BEFORE
99.67.59,99,67,59, יש ענפים [א1] שהכנסנו [/א1] בהם מערכת מיחשוב וקלטנו פקידות לעבודה להפעלת המחשבים. אי-אפשר לבקש ממזכיר איגוד שיעבוד לבד וגם [א2] ידפיס [/א2] לבד.,BEFORE,BEFORE
11.38.102,11,38,102," ""אתה מתבונן בנושא שיהיה בעל ערך לגיטימי למחקר, ובו בזמן יכבוש את דמיונו של פקיד התוכנית"", [א1] אומר [/א1] וורן מילר, איש מדעי המדינה באוניברסיטת אריזונה. במשך עשרות שנים שימש מילר [א2] מגייס [/א2] מענקים מרכזי לפרויקט חקר הבחירות הארציות, מחקר על התנהגות מצביעים שבעקבותיו נכתב ב1960 החיבור הקלאסי ""המצביע האמריקאי"".",AFTER,AFTER
100.3.4,100,3,4," התחרות היתה בהרצליה. קפספקו מתל אביב [א1] ניצח [/א1] במירוץ אופניים שהיה סביב כיכר המדינה בתל אביב, לאחר [א2] שעבר [/א2] 8 ק""ם ב-14.",AFTER,AFTER
101.5.13,101,5,13," כן, מכבי תל אביב ניצח את צפרירים 2 1, אבל תשאלו את האוהדים בצהוב שיצאו ביום שישי מהמגרש בחולון, הם לא [א1] אהבו [/א1] את מה שראו. חלקם אף [א2] הגיבו [/א2] בשריקות מחאה.",BEFORE,BEFORE
116.2.3,116,2,3," מכבי, [א1] שניצח [/א1] גם במשחק הראשון בתל אביב 3 0, יתמודד בסיבוב השני עם פרטיזן בלגרד החזקה. בטורניר לקבוצות מחזיקות גביע [א2] הודח [/א2] הפועל בת ים, אחרי שנוצח בגומלין 0 3 בידי הקבוצה הבלגית גנאק רוזלסר.",VAGUE,VAGUE
45.3.6,45,3,6," לאור העובדה שקיים בקרב ארגונים אלה גם המימד האידיאולוגי, יש להם את היכולת לפעול בחברה הירדנית. אם [א1] תוסיף [/א1] לכך את תחושת חוסר התוחלת והמשבר הכלכלי הקיים בירדן [א2] תקבל [/א2] מצוקה חברתית משולבת.",BEFORE,BEFORE
63.7.48,63,7,48," אם העסק [א1] הפסיד [/א1] וחדל להתקיים, מדובר ביוזמה פרטית קלאסית. ואם העסק ממשיך להתקיים, למרות ההפסד הרב שהוא צובר, הרי [א2] מדובר [/א2] ביוזמה ציבורית.",EQUAL,BEFORE
27.80.547,27,80,547," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן [א1] שהרגו [/א1] את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן [א2] פרשה [/א2] התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",BEFORE,BEFORE
27.36.286,27,36,286," הוא ראה בבגין אדם שבגד באמונתו ובעמו, ובמאמר ב""גואיש פרס"" [א1] פסק [/א1] כי ראש הממשלה לקה ב""חילול השם"" בכך שהפחד שלו מהגויים גבר על יראת ה. כהנא [א2] פנה [/א2] למגזרים היותר נידחים של החברה הישראלית כדי לשאוב מתוכם את כוחו הפוליטי.",AFTER,VAGUE
65.1.35,65,1,35," בתביעה שהוגשה בסדר דין מקוצר טוענת פרקליטת חברת הביטוח, עו""ד רחל בלומנטל, כי שני הנתבעים [א1] התקשרו [/א1] עם חברת הביטוח אושיות (בפירוק) להנפקת פוליסות ביטוח לעובדי חברת החשמל, והכספים המגיעים לרותם הם סכומי הפרמיות שנגבו מעובדי חברת החשמל (או שהיו צריכים להיגבות). סכום התביעה, נאמר בתביעה, הוא הסכום לאחר הפחתה של העמלות [א2] המגיעות [/א2] לנתבעים.",BEFORE,BEFORE
17.30.225,17,30,225," זה המגנה את רוצחו של מאיר כהנא, מן הראוי שישמיע את קולו נגד כל רצח, ואסור לו להיות מושפע מהשקפותיו הפוליטיות. יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים [א1] ייפגעו [/א1] מכלים שיקותיאל בן-יעקב [א2] קרא [/א2] להפעלתם.",AFTER,AFTER
