id,document_number,window_number,pair_number,text,hadar,shir
13.5.21,13,5,21," הוא לא הטריד את הממסד הצרפתי בהצהרות מביכות, ושלטונות צרפת לא [א1] טרחו [/א1] שיוסגר לידיהם לצורך העמדתו לדין. שתי פרשיות אחרות, נוסף על זו של רנה בוסקה, [א2] נמצאות [/א2] אף הן כיום בדיון משפטי מוקדם שנמשך זמן רב: זו של מוריס פאפון וזו של פול טובייה.",VAGUE,VAGUE
83.3.4,83,3,4, כן [א1] תקיים [/א1] החברה שלוש טיסות שכר שבועיות לישראל בעונת תיירות הקיץ הקרובה. בסיורים שתציע החברה [א2] ייכללו [/א2] כל יעדי התיירות בארץ.,EQUAL,AFTER
109.8.12,109,8,12, פול גאסקוין [א1] קבע [/א1] 1 0 לטוטנהאם בדקה ה-01 אולם אלן קורק הישווה בדקה ה-72. בדקה ה-34 [א2] עלתה [/א2] ווימבלדון ליתרון 21 משער של פול מקגי.,BEFORE,BEFORE
55.5.90,55,5,90," לטענת המהנדסים מתכחש כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט שדן בעניין דומה [א1] הקשור [/א1] עם מכון התקנים. בעדותו בבוררות אמר להט, כי בית המהנדס איננו מהווה יותר מוסד ציבורי, שכן לשכת המהנדסים הפכה אותו לעסק, [א2] בהשכירה [/א2] חלק מהמקום למפעיל אולם שמחות.",VAGUE,VAGUE
15.0.5,15,0,5,"אדם נהרג, אדם נרצח בידי רעולי פנים ואחר נדקר על ידם, 803 נפצעו, לפי מקורות פלשתיניים, וכן [א1] נפצעו [/א1] שישה חיילי צה""ל ותיירת אחת באירועי השבוע בשטחים. חמישה חיילי צה""ל [א2] נפצעו [/א2] באורח קל בתקריות קשות שהיו בסוף השבוע ברצועת עזה.",VAGUE,BEFORE
99.67.59,99,67,59, יש ענפים [א1] שהכנסנו [/א1] בהם מערכת מיחשוב וקלטנו פקידות לעבודה להפעלת המחשבים. אי-אפשר לבקש ממזכיר איגוד שיעבוד לבד וגם [א2] ידפיס [/א2] לבד.,BEFORE,BEFORE
11.38.102,11,38,102," ""אתה מתבונן בנושא שיהיה בעל ערך לגיטימי למחקר, ובו בזמן יכבוש את דמיונו של פקיד התוכנית"", [א1] אומר [/א1] וורן מילר, איש מדעי המדינה באוניברסיטת אריזונה. במשך עשרות שנים שימש מילר [א2] מגייס [/א2] מענקים מרכזי לפרויקט חקר הבחירות הארציות, מחקר על התנהגות מצביעים שבעקבותיו נכתב ב1960 החיבור הקלאסי ""המצביע האמריקאי"".",AFTER,AFTER
100.3.4,100,3,4," התחרות היתה בהרצליה. קפספקו מתל אביב [א1] ניצח [/א1] במירוץ אופניים שהיה סביב כיכר המדינה בתל אביב, לאחר [א2] שעבר [/א2] 8 ק""ם ב-14.",AFTER,AFTER
101.5.13,101,5,13," כן, מכבי תל אביב ניצח את צפרירים 2 1, אבל תשאלו את האוהדים בצהוב שיצאו ביום שישי מהמגרש בחולון, הם לא [א1] אהבו [/א1] את מה שראו. חלקם אף [א2] הגיבו [/א2] בשריקות מחאה.",BEFORE,BEFORE
116.2.3,116,2,3," מכבי, [א1] שניצח [/א1] גם במשחק הראשון בתל אביב 3 0, יתמודד בסיבוב השני עם פרטיזן בלגרד החזקה. בטורניר לקבוצות מחזיקות גביע [א2] הודח [/א2] הפועל בת ים, אחרי שנוצח בגומלין 0 3 בידי הקבוצה הבלגית גנאק רוזלסר.",VAGUE,VAGUE
45.3.6,45,3,6," לאור העובדה שקיים בקרב ארגונים אלה גם המימד האידיאולוגי, יש להם את היכולת לפעול בחברה הירדנית. אם [א1] תוסיף [/א1] לכך את תחושת חוסר התוחלת והמשבר הכלכלי הקיים בירדן [א2] תקבל [/א2] מצוקה חברתית משולבת.",BEFORE,BEFORE
63.7.48,63,7,48," אם העסק [א1] הפסיד [/א1] וחדל להתקיים, מדובר ביוזמה פרטית קלאסית. ואם העסק ממשיך להתקיים, למרות ההפסד הרב שהוא צובר, הרי [א2] מדובר [/א2] ביוזמה ציבורית.",EQUAL,BEFORE
27.80.547,27,80,547," הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן [א1] שהרגו [/א1] את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן [א2] פרשה [/א2] התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",BEFORE,BEFORE
27.36.286,27,36,286," הוא ראה בבגין אדם שבגד באמונתו ובעמו, ובמאמר ב""גואיש פרס"" [א1] פסק [/א1] כי ראש הממשלה לקה ב""חילול השם"" בכך שהפחד שלו מהגויים גבר על יראת ה. כהנא [א2] פנה [/א2] למגזרים היותר נידחים של החברה הישראלית כדי לשאוב מתוכם את כוחו הפוליטי.",AFTER,VAGUE
65.1.35,65,1,35," בתביעה שהוגשה בסדר דין מקוצר טוענת פרקליטת חברת הביטוח, עו""ד רחל בלומנטל, כי שני הנתבעים [א1] התקשרו [/א1] עם חברת הביטוח אושיות (בפירוק) להנפקת פוליסות ביטוח לעובדי חברת החשמל, והכספים המגיעים לרותם הם סכומי הפרמיות שנגבו מעובדי חברת החשמל (או שהיו צריכים להיגבות). סכום התביעה, נאמר בתביעה, הוא הסכום לאחר הפחתה של העמלות [א2] המגיעות [/א2] לנתבעים.",BEFORE,BEFORE
17.30.225,17,30,225," זה המגנה את רוצחו של מאיר כהנא, מן הראוי שישמיע את קולו נגד כל רצח, ואסור לו להיות מושפע מהשקפותיו הפוליטיות. יש ליצור אווירה ציבורית שתשים סכר מפני תעמולתה של תנועת ""כך"", ושתרחיק את הסכנה שיהודים [א1] ייפגעו [/א1] מכלים שיקותיאל בן-יעקב [א2] קרא [/א2] להפעלתם.",AFTER,AFTER
117.3.48,117,3,48," מי שחשב שההוראה ששיגר לבורסה יצאה במועד התאכזב, ואולי הפסיד כסף. מדוע הפסקות החשמל מובנות מאליהן לחברת החשמל ולכן הופכות לשגרה? מדוע לפחות אין הם [א1] מפרסמים [/א1] התנצלות והסברים, באותו תקציב שבו הם [א2] משתמשים [/א2] כדי ליצור תדמית ציבורית חיובית? איך זה שמדינה שבה יש מכשור מתקדם, הפסקות חשמל משבשות לעתים כה תכופות את העבודה? הפסקת מים בלתי מתוכננת עלולה להיות צרה צרורה, כשאתה ממהר לעבודה או סתם באמצע מקלחת.",EQUAL,EQUAL
7.40.75,7,40,75," ב48 [א1] תיאר [/א1] מנכ""ל אייפא""ק טום דאיין את הארקין כאחד מששה או שבעה סנאטורים, שנבחרו בזכות ""כסף יהודי"". זו היתה התרברבות לא-דיסקרטית, ואין ספק [א2] שיימנע [/א2] ממנה השנה.",BEFORE,BEFORE
59.0.5,59,0,5,"הוועד הפועל של מכון התקנים בישראל [א1] אישר [/א1] אתמול כללים חדשים להכנת תקנים ישראליים, מתוך מטרה [א2] שיקלו [/א2] על הסחר עם אירופה ויסייעו לתעשיית היצוא הישראלית. הכללים יגבילו את האפשרות להשתמש בתקינה כבמכשיר הגנה על התוצרת המקומית מפני היבוא בהתאם למדיניות החדשה שהנהיג משרד התעשייה והמסחר.",BEFORE,BEFORE
15.64.341,15,64,341," מקורות פלשתיניים [א1] טענו [/א1] אתמול כי בשכונת ראפידיה בשכם נפצעה אישה בת 44, סמירה דבעי, מפגיעת אבן בראשה, ואושפזה בבית החולים בראפידיה. תושבים טענו כי האבן נזרקה בידי חיילים מתצפית צבאית, [א2] הנמצאת [/א2] על גג בניין אגודת הצדקה בשכונה.",AFTER,AFTER
81.3.47,81,3,47," פנייתו של ועד העובדים למנכ""ל רשות החברות הממשלתיות באה בהמשך למכתב שחברי הוועד שיגרו לשר האוצר יצחק מודעי ולשר התחבורה משה קצב, לפני 01 ימים, שבו דרשו כי חלק ממניות הממשלה [א1] שיונפקו [/א1] בבורסה לניירות ערך, יוקצו לעובדים בתנאים מועדפים, כפי שנעשה לגבי חברת ""בזק"". הציבור [א2] מחזיק [/א2] כיום ב84% ממניות ממ""ן.",AFTER,AFTER
27.42.317,27,42,317," בחירתו לכנסת ב4891 [א1] התקבלה [/א1] בקרב ציבור חסידיו כאות משמיים לצדקת דרכו. לקראת הבחירות של נובמבר 8891, כאשר סקרי דעת הקהל ניבאו לו הצלחה של שלושה עד שבעה מנדטים, [א2] האמינו [/א2] מעריציו כי יד אלוהים מפלסת את מצעדו אל כס שר הביטחון.",BEFORE,BEFORE
27.81.597,27,81,597," לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא [א1] גרמו [/א1] לסיכון חיי אדם. כן [א2] הושמט [/א2] סעיף שהאשים את השניים באי-דיווח על התקרית.",BEFORE,BEFORE
27.81.595,27,81,595," לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות [א1] שירו [/א1] השניים לא גרמו לסיכון חיי אדם. כן [א2] הושמט [/א2] סעיף שהאשים את השניים באי-דיווח על התקרית.",BEFORE,BEFORE
15.30.116,15,30,116," בכפר בלעא בנפת טול כרם [א1] תקפו [/א1] שלושה רעולי פנים בסכינים רופא מקומי ד""ר עפיף ברברח, בן 03, שאושפז במצב קשה בבית החולים אל איתיחאד בשכם. מקורות צבאיים מסרו כי ביום שישי הושלך בקבוק תבערה לעבר כוח משמר הגבול ברחבת כנסיית המולד בבית לחם, אך הוא [א2] התנפץ [/א2] מבלי להתלקח ומבלי לגרום לנזק או לנפגעים.",VAGUE,VAGUE
65.7.68,65,7,68," פרקליטי התובעים, עו""ד מיכאל לב, מציין בכתב התביעה כי מדובר בתופעה קיצונית ומדהימה בחומרתה של מעשים לא-חוקיים מצד הנתבעים, שהביאו להתמוטטותה של החברה ולהתמוטטות כללית של התובע (מנהל החברה), אשר לאחר שנים ארוכות של ניהול עסק רווחי נאלץ למכור את ביתו ורכושו [א1] ונותר [/א1] ללא קורת גג, רכוש, כספים וכבוד. כתב התביעה [א2] כולל [/א2] כמה פרקים: רכישה מאולצת של תוכניות חיסכון חדשות; חישובי ריבית מוטעים ועיוותים אחרים לטענת התובעים.",BEFORE,BEFORE
115.38.101,115,38,101, לב דווקא המקומיים שפיגרו 0 2 בתום המחצית הראשונה [א1] החמיצו [/א1] נצחון אחרי שתקפו ברוב שלבי המשחק. במחצית השניה הגבירה חדרה את לחצה והשערים [א2] שכבשה [/א2] היו רק ענין של זמן.,AFTER,AFTER
85.7.31,85,7,31," בבקשה לבית-הדין טען עו""ד חיים ברנזון כי העיקול הישן אינו מספיק וחלו מאז שינויים מהותיים. ראשית, [א1] חלפו [/א1] כשנתיים, וסכום התביעה [א2] תפח [/א2] בגלל האינפלציה בלבד לכ4.",EQUAL,BEFORE
5.1.7,5,1,7," זהו כישלונו היחיד עד כה של המפכ""ל, [א1] שנגרם [/א1] רק בגלל העובדה שהוא סמך יותר מדי על קציניו הבכירים. אם כל נושא משרה יפוטר מיד עם השגיאה הראשונה, [א2] תסבול [/א2] המדינה מסבב בלתי פוסק של בעלי תפקידים בכירים, חסרי ניסיון וחסרי ביטחון.",BEFORE,BEFORE
3.5.82,3,5,82," אני מוכן, ורוצה, לשלוח את הילד שלי לירושלים עם זר פרחים ועם קופסת ממתקים, כדי להביע הוקרה ועידוד לנכד של אבא קובנר, שחטף סכין בראש מידי אותו מרצח שפל [א1] שדקר [/א1] למוות שלושה יהודים בשכונת בקעה. אני רוצה שהילד שלי [א2] יסתכל [/א2] בעיניים של הילד הפגוע ויגיד לו: ""אתה לא לבדך בירושלים, כי גם אנחנו הגרים בנווה-מונסון, אתך בלב איתן ביחד"".",BEFORE,BEFORE
11.66.173,11,66,173," זה כ02 שנה מתאמצת חבורת שמרנים, ביניהם אירווינג קריסטול, להשיג סובסידיה פילנטרופית להוגים רבים יותר מהימין. הם [א1] סבורים [/א1] שיש אירוניה בכך שמענקי קרנות באים בדרך כלל מטיפוסים שמרניים, אך הקרן לובשת לעיתים קרובות חזות של שמאלה מהמרכז בהנהגת הפילנטרופואידים (המונח [א2] שטבע [/א2] דווייט מקדונלד בקרן פורד), שבסופו של דבר מנהלים אותם.",VAGUE,VAGUE
65.4.46,65,4,46," טענות חמורות נגד אלעזר בכר, שהיה מנהל שני סניפים של בנק אמריקאי-ישראלי בע""ם בירושלים סניף הלל וסניף בית וגן [א1] כלולות [/א1] בתביעה שהגישה שילשום חברה להובלות בירושלים בשם ניב הובלות ונסיעות. החברה ומנהלה נאגתוללה דוכניאן [א2] הגישו [/א2] שלשום לבית-המשפט המחוזי תביעה בסכום של 1.",EQUAL,EQUAL
85.6.21,85,6,21," הצדדים [א1] הסכימו [/א1] בזמנו לעקל את משרדי דיור לעולה בתל-אביב בסכום של 052 אלף דולר, כדי להבטיח שלקמחי יהיה ממה לגבות הכספים למקרה שיזכה. בבקשה לבית-הדין טען עו""ד חיים ברנזון כי העיקול הישן אינו מספיק [א2] וחלו [/א2] מאז שינויים מהותיים.",BEFORE,BEFORE
11.94.296,11,94,296," כמו כל דבר אחר, נושאים [א1] הזוכים [/א1] לסבסוד נכבד באים והולכים. בסוף שנות ה07 [א2] הרבו [/א2] למשל לדבר בתחום היחסים הבין-לאומיים על ""הדיאלוג בין צפון ודרום"" ועל ""תלות הדדית"", והרבה כסף הוקדש להגות על מדינות העולם השלישי.",BEFORE,BEFORE
11.47.122,11,47,122," [א1] נראה [/א1] היה שזה זיווג טוב. מילר [א2] הדגיש [/א2] שיעד המחקר יהיה איתור מחסומים המונעים מבני מיעוטים להצביע, דבר שלדעתו עשוי היה להיות צעד ראשון לקראת העלאת שיעור ההצבעה.",BEFORE,BEFORE
65.13.97,65,13,97," 84 דיירים המתגוררים ברחוב החלמונית 3, 5 ו7 בקריית ראשון בראשון-לציון [א1] הגישו [/א1] השבוע סדרה של תביעות נגד סולל בונה. התביעות [א2] שהוגשו [/א2] לבית-משפט השלום ברחובות מסתכמות בכמיליון ש""ח.",EQUAL,EQUAL
