Unnamed: 0,id,document_number,window_number,pair_number,text,hadar,shir,curated,label
3959,1.6.12,1,6,12," המאמן רז אמר, כי קביעת משחקי המיבחן [א1] תיעשה [/א1] רק לאחר שיתברר אם הטורניר יהיה בישראל. המאמן רז ביקש שנבחרת הנוער [א2] תתמודד [/א2] עם האולימפיים של פולין, אך המשחק לא יצא לפועל בגלל חוסר תיאום לגבי המועד.",VAGUE,VAGUE,,VAGUE
4334,1.5.8,1,5,8," ישראל היתה אמורה לארח את הטורניר, אך פיפ""א הודיעה כי בגלל המשבר במפרץ [א1] תחליט [/א1] רק בדצמבר היכן יהיו המשחקים. המאמן רז אמר, כי קביעת משחקי המיבחן [א2] תיעשה [/א2] רק לאחר שיתברר אם הטורניר יהיה בישראל.",BEFORE,BEFORE,,BEFORE
4715,1.9.24,1,9,24, הטורקים [א1] יארחו [/א1] את ישראל ב-81 בנובמבר במשחק קדם אליפות אירופה. ישראל [א2] צועדת [/א2] בראש הבית לאחר ניצחונה על שוייץ 2 0.,AFTER,AFTER,,AFTER
4793,1.6.15,1,6,15," המאמן רז אמר, כי קביעת משחקי המיבחן תיעשה רק לאחר [א1] שיתברר [/א1] אם הטורניר יהיה בישראל. המאמן רז ביקש שנבחרת הנוער [א2] תתמודד [/א2] עם האולימפיים של פולין, אך המשחק לא יצא לפועל בגלל חוסר תיאום לגבי המועד.",VAGUE,VAGUE,,VAGUE
4926,1.11.26,1,11,26," בבית זה [א1] משובצת [/א1] גם יוון. רז היה אמור לצפות במשחק אימון בין נערי טורקיה ופולין באמצע השבוע, ולהמתין לנבחרת ישראל [א2] שתגיע [/א2] לאיסטנבול בעוד שבוע, אך התברר כי נערי פולין כלל לא יגיעו לטורקיה.",BEFORE,BEFORE,,BEFORE
5194,1.8.23,1,8,23, בינתיים [א1] התבטלה [/א1] גם תכניתו של רז לצאת לטורקיה כדי לעקוב אחרי נבחרת הנוער (ב) של ארץ זו. הטורקים [א2] יארחו [/א2] את ישראל ב-81 בנובמבר במשחק קדם אליפות אירופה.,BEFORE,BEFORE,,BEFORE
5195,1.11.31,1,11,31," בבית זה משובצת גם יוון. רז היה אמור לצפות במשחק אימון בין נערי טורקיה ופולין באמצע השבוע, ולהמתין לנבחרת ישראל שתגיע לאיסטנבול בעוד שבוע, אך [א1] התברר [/א1] כי נערי פולין כלל לא [א2] יגיעו [/א2] לטורקיה.",BEFORE,BEFORE,,BEFORE
5520,1.6.11,1,6,11," המאמן רז אמר, כי קביעת משחקי המיבחן [א1] תיעשה [/א1] רק לאחר שיתברר אם הטורניר יהיה בישראל. המאמן רז [א2] ביקש [/א2] שנבחרת הנוער תתמודד עם האולימפיים של פולין, אך המשחק לא יצא לפועל בגלל חוסר תיאום לגבי המועד.",AFTER,AFTER,,AFTER
5561,1.2.2,1,2,2," אתמול [א1] ביקשה [/א1] אוסטרליה באורח רשמי מידע על משחקי מיבחן של הנבחרת הישראלית בתקופה הקרובה. מאמן הנבחרת (נוער א) אמנון רז [א2] הגיב [/א2] אתמול: ""אין לי מה להשיב להם, כי כרגע לא מתוכננים לנו משחקי אימון"".",BEFORE,BEFORE,,BEFORE
5788,1.0.0,1,0,0,"אוסטרליה [א1] מבקשת [/א1] לשגר לישראל ""מרגלים"" לצורך מעקב אחר נבחרת הנוער. ישראל ואוסטרליה [א2] יתמודדו [/א2] עם ניו זילנד בטורניר הקדם עולמי לנוער, שיהיה בפברואר-מארס 1991.",BEFORE,BEFORE,,BEFORE
6767,1.6.18,1,6,18," המאמן רז אמר, כי קביעת משחקי המיבחן תיעשה רק לאחר שיתברר אם הטורניר יהיה בישראל. המאמן רז [א1] ביקש [/א1] שנבחרת הנוער תתמודד עם האולימפיים של פולין, אך המשחק לא [א2] יצא [/א2] לפועל בגלל חוסר תיאום לגבי המועד.",BEFORE,BEFORE,,BEFORE
6821,1.11.30,1,11,30," בבית זה משובצת גם יוון. רז היה אמור לצפות במשחק אימון בין נערי טורקיה ופולין באמצע השבוע, ולהמתין לנבחרת ישראל [א1] שתגיע [/א1] לאיסטנבול בעוד שבוע, אך התברר כי נערי פולין כלל לא [א2] יגיעו [/א2] לטורקיה.",AFTER,AFTER,,AFTER
7226,1.4.5,1,4,5," הבעיה העיקרית מבחינתה של ישראל היא אי הבהירות לגבי מקום בו עריכת הטורניר הקדם עולמי. ישראל היתה אמורה לארח את הטורניר, אך פיפ""א [א1] הודיעה [/א1] כי בגלל המשבר במפרץ [א2] תחליט [/א2] רק בדצמבר היכן יהיו המשחקים.",BEFORE,BEFORE,,BEFORE
216,2.10.79,2,10,79," היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה [א1] מיועד [/א1] לשבירת כוחות חזקים ממך). האויב אמנם נשבר; קרב המגננה הפך לניצחון מוחץ; קטמון [א2] נפלה [/א2] וירושלים המערבית אוחדה.",,VAGUE,,VAGUE
221,2.18.95,2,18,95," חוסר ניסיון ועלילה זדונית באים לביטוי בקטע המאמר [א1] הדן [/א1] בנושא ""רצח הנזירות"". כל ישראלי [א2] המנוסה [/א2] בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר שנע ממולך.",,AFTER,,AFTER
241,2.2.18,2,2,18," קטעי המאמר [א1] העוסקים [/א1] בקרב עצמו, ושרק אליהם אתייחס, מאופיינים בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי. וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", [א2] מרמזת [/א2] כי ייתכן שבמנזר כלל לא התנהל קרב.",,VAGUE,,VAGUE
308,2.4.46,2,4,46," לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך [א1] תעיד [/א1] ההיסטוריה, [א2] ויעידו [/א2] עשרות הלוחמים שנשארו בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",,VAGUE,,VAGUE
332,2.5.60,2,5,60," ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות. במלחמת העצמאות, בקרב על ירושלים, [א1] נשארה [/א1] שכונת קטמון תקועה בלב ירושלים המערבית [א2] ושימשה [/א2] כמרכז כוח ערבי רב ומאורגן.",,EQUAL,,EQUAL
351,2.18.100,2,18,100," חוסר ניסיון ועלילה זדונית באים לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"". כל ישראלי המנוסה בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל [א1] יורים [/א1] בכל דבר [א2] שנע [/א2] ממולך.",,AFTER,,AFTER
429,2.5.52,2,5,52," ועל כך [א1] תעיד [/א1] ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות. במלחמת העצמאות, בקרב על ירושלים, [א2] נשארה [/א2] שכונת קטמון תקועה בלב ירושלים המערבית ושימשה כמרכז כוח ערבי רב ומאורגן.",,AFTER,,AFTER
466,2.4.49,2,4,49," לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, [א1] ויעידו [/א1] עשרות הלוחמים [א2] שנשארו [/א2] בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",,AFTER,,AFTER
486,2.19.102,2,19,102," כל ישראלי המנוסה בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל [א1] יורים [/א1] בכל דבר שנע ממולך. ואכן, כך [א2] קרה [/א2] בפריצה למנזר החשוך לחלוטין.",,BEFORE,,BEFORE
509,2.17.89,2,17,89," היא מבוססת על אותו קרב המגננה שבו [א1] אירעו [/א1] מעשי גבורה עילאיים, ועל קבלת החלטות קשות בתנאי קרב. חוסר ניסיון ועלילה זדונית [א2] באים [/א2] לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"".",,BEFORE,,BEFORE
512,2.3.28,2,3,28," וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", מרמזת כי ייתכן שבמנזר כלל לא [א1] התנהל [/א1] קרב. לכל אלה [א2] המתרשמים [/א2] ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל.",,BEFORE,,BEFORE
620,2.4.34,2,4,34," לכל אלה [א1] המתרשמים [/א1] ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך [א2] תעיד [/א2] ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",,VAGUE,,VAGUE
707,2.1.15,2,1,15," למרות שחלפו מאז 24 שנה, ולמרות שאירועי ימים אלה אולי מאפילים על כל דבר אחר, אני מרגיש חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר. קטעי המאמר [א1] העוסקים [/א1] בקרב עצמו, ושרק אליהם אתייחס, [א2] מאופיינים [/א2] בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי.",,EQUAL,,EQUAL
726,2.9.70,2,9,70," אכן, כך עשתה חטיבת ""הראל"". היא כבשה תחילה את המנזר ואת התנגדות האויב [א1] שברה [/א1] לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה [א2] מיועד [/א2] לשבירת כוחות חזקים ממך).",,VAGUE,,VAGUE
880,2.4.47,2,4,47," לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך [א1] תעיד [/א1] ההיסטוריה, ויעידו עשרות הלוחמים [א2] שנשארו [/א2] בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",,AFTER,,AFTER
999,2.4.40,2,4,40," לכל אלה המתרשמים [א1] ומסתפקים [/א1] בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים [א2] שנשארו [/א2] בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",,AFTER,,AFTER
1015,2.17.87,2,17,87," היא [א1] מבוססת [/א1] על אותו קרב המגננה שבו אירעו מעשי גבורה עילאיים, ועל קבלת החלטות קשות בתנאי קרב. חוסר ניסיון ועלילה זדונית [א2] באים [/א2] לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"".",,BEFORE,,BEFORE
1053,2.19.101,2,19,101," כל ישראלי [א1] המנוסה [/א1] בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר שנע ממולך. ואכן, כך [א2] קרה [/א2] בפריצה למנזר החשוך לחלוטין.",,BEFORE,,BEFORE
1059,2.2.24,2,2,24," קטעי המאמר העוסקים בקרב עצמו, ושרק אליהם אתייחס, מאופיינים בחוסר היגיון ובסילוף עובדות, ומעידים על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי. וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", [א1] מרמזת [/א1] כי ייתכן שבמנזר כלל לא [א2] התנהל [/א2] קרב.",,AFTER,,AFTER
1133,2.10.73,2,10,73," היא [א1] כבשה [/א1] תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך). האויב אמנם נשבר; קרב המגננה הפך לניצחון מוחץ; קטמון [א2] נפלה [/א2] וירושלים המערבית אוחדה.",,BEFORE,,BEFORE
1214,2.9.66,2,9,66," אכן, כך עשתה חטיבת ""הראל"". היא [א1] כבשה [/א1] תחילה את המנזר ואת התנגדות האויב [א2] שברה [/א2] לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך).",,BEFORE,,BEFORE
1288,2.10.77,2,10,77," היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה [א1] שהתנהל [/א1] בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך). האויב אמנם נשבר; קרב המגננה הפך לניצחון מוחץ; קטמון [א2] נפלה [/א2] וירושלים המערבית אוחדה.",,BEFORE,,BEFORE
1358,2.18.92,2,18,92," חוסר ניסיון ועלילה זדונית [א1] באים [/א1] לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"". כל ישראלי [א2] המנוסה [/א2] בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר שנע ממולך.",,AFTER,,AFTER
1361,2.19.103,2,19,103," כל ישראלי המנוסה בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר [א1] שנע [/א1] ממולך. ואכן, כך [א2] קרה [/א2] בפריצה למנזר החשוך לחלוטין.",,BEFORE,,BEFORE
1379,2.10.78,2,10,78," היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה [א1] מיועד [/א1] לשבירת כוחות חזקים ממך). האויב אמנם נשבר; קרב המגננה [א2] הפך [/א2] לניצחון מוחץ; קטמון נפלה וירושלים המערבית אוחדה.",,VAGUE,,VAGUE
1419,2.9.64,2,9,64," אכן, כך [א1] עשתה [/א1] חטיבת ""הראל"". היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה [א2] שהתנהל [/א2] בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך).",,VAGUE,,VAGUE
1444,2.4.51,2,4,51," לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים [א1] שנשארו [/א1] בחיים [א2] והצליחו [/א2] לבצע את משימתם על אף האבדות הכבדות.",,BEFORE,,BEFORE
1559,2.4.41,2,4,41," לכל אלה המתרשמים [א1] ומסתפקים [/א1] בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים [א2] והצליחו [/א2] לבצע את משימתם על אף האבדות הכבדות.",,AFTER,,AFTER
1617,2.5.58,2,5,58," ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים [א1] והצליחו [/א1] לבצע את משימתם על אף האבדות הכבדות. במלחמת העצמאות, בקרב על ירושלים, [א2] נשארה [/א2] שכונת קטמון תקועה בלב ירושלים המערבית ושימשה כמרכז כוח ערבי רב ומאורגן.",,VAGUE,,VAGUE
1631,2.9.65,2,9,65," אכן, כך [א1] עשתה [/א1] חטיבת ""הראל"". היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה [א2] מיועד [/א2] לשבירת כוחות חזקים ממך).",,VAGUE,,VAGUE
1703,2.3.31,2,3,31," וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", מרמזת כי ייתכן שבמנזר כלל לא התנהל קרב. לכל אלה [א1] המתרשמים [/א1] [א2] ומסתפקים [/א2] בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל.",,EQUAL,,EQUAL
1707,2.5.56,2,5,56," ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים [א1] שנשארו [/א1] בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות. במלחמת העצמאות, בקרב על ירושלים, [א2] נשארה [/א2] שכונת קטמון תקועה בלב ירושלים המערבית ושימשה כמרכז כוח ערבי רב ומאורגן.",,VAGUE,,VAGUE
1713,2.4.45,2,4,45," לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן [א1] התנהל [/א1] שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים [א2] והצליחו [/א2] לבצע את משימתם על אף האבדות הכבדות.",,BEFORE,,BEFORE
1772,2.3.30,2,3,30," וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", מרמזת כי ייתכן שבמנזר כלל לא [א1] התנהל [/א1] קרב. לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן [א2] התנהל [/א2] שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל.",,EQUAL,,EQUAL
1784,2.0.4,2,0,4,"מאמרו של תום שגב, ""הקרב על סן סימון היה או לא היה"" (""הארץ"" 105), הגיע לידי רק בימים אלה. למרות [א1] שחלפו [/א1] מאז 24 שנה, ולמרות שאירועי ימים אלה אולי מאפילים על כל דבר אחר, אני [א2] מרגיש [/א2] חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר.",,BEFORE,,BEFORE
1862,2.3.29,2,3,29," וכעת לעובדות המצוטטות: כותרת המאמר, ""הקרב על סן סימון: היה לא היה"", מרמזת כי ייתכן שבמנזר כלל לא [א1] התנהל [/א1] קרב. לכל אלה המתרשמים [א2] ומסתפקים [/א2] בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל.",,BEFORE,,BEFORE
1884,2.18.99,2,18,99," חוסר ניסיון ועלילה זדונית באים לביטוי בקטע המאמר הדן בנושא ""רצח הנזירות"". כל ישראלי [א1] המנוסה [/א1] בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל יורים בכל דבר [א2] שנע [/א2] ממולך.",,VAGUE,,VAGUE
1920,2.9.68,2,9,68," אכן, כך עשתה חטיבת ""הראל"". היא [א1] כבשה [/א1] תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה שהתנהל בתוך המנזר (קרב מגננה [א2] מיועד [/א2] לשבירת כוחות חזקים ממך).",,VAGUE,,VAGUE
1944,2.4.48,2,4,48," לכל אלה המתרשמים ומסתפקים בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך [א1] תעיד [/א1] ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים [א2] והצליחו [/א2] לבצע את משימתם על אף האבדות הכבדות.",,AFTER,,AFTER
2159,2.1.8,2,1,8," למרות [א1] שחלפו [/א1] מאז 24 שנה, ולמרות שאירועי ימים אלה אולי מאפילים על כל דבר אחר, אני מרגיש חובה בשמם של החללים, הפצועים ולוחמי הקרב הזה, כאחד שהיה שם, להתייחס למאמר. קטעי המאמר העוסקים בקרב עצמו, ושרק אליהם אתייחס, מאופיינים בחוסר היגיון ובסילוף עובדות, [א2] ומעידים [/א2] על הכותב כי הוא משולל הבנה טקטית מינימלית וניסיון קרבי משמעותי.",,BEFORE,,BEFORE
2208,2.18.96,2,18,96," חוסר ניסיון ועלילה זדונית באים לביטוי בקטע המאמר [א1] הדן [/א1] בנושא ""רצח הנזירות"". כל ישראלי המנוסה בקרב לילה בשטח בנוי (כמנזר סן סימון) יודע, כי תוך כדי פריצה בחשכה קודם כל [א2] יורים [/א2] בכל דבר שנע ממולך.",,AFTER,,AFTER
2459,2.4.39,2,4,39," לכל אלה המתרשמים [א1] ומסתפקים [/א1] בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, [א2] ויעידו [/א2] עשרות הלוחמים שנשארו בחיים והצליחו לבצע את משימתם על אף האבדות הכבדות.",,VAGUE,,VAGUE
