text,label,named_label
" כהנא דיבר ללבותיהן של שכבות המצוקה בארץ, [א1] והציע [/א1] להן מסגרת שיש בה הבטחה לעתיד אישי וקיבוצי טוב יותר. בעיקר [א2] זימן [/א2] לחסידיו דפוס הזדהות ואפיק לגיטימי כביכול לפרוק בו את תסכוליהם ואת אלימותם.",2,EQUAL
" המעסיקים אינם מצפים [א1] שיצליחו [/א1] למשוך מספר ניכר של עובדים ישראליים לקטיף, בגלל השכר הנמוך המשולם לעבודה זו מעט מעל שכר המינימום במשק. בשבוע הבא ידון מנכ""ל התאחדות האיכרים, שלמה רייזמן, עם מנכ""ל שירות התעסוקה, דוד מנע, בדרישת ההתאחדות לשכנע עולים חדשים [א2] הלומדים [/א2] באולפנים לעבוד בקטיף.",3,VAGUE
" הוא טען כי העלאת מחירי הדלק [א1] תורמת [/א1] להאצת האינפלציה. ח""כ דן תיכון אמר כי אין מדיניות כוללת בנושא מחירי הדלק, ולכן [א2] הגענו [/א2] למצב שבו מחיר הדלק בארץ התקייר מעל ומעבר למתחייב.",1,AFTER
" נוצר רושם שהרשויות הנוגעות בדבר מתחמקות מלחקור את מותו של סאלם איסמעיל מובארק, שלא היה פעיל באינתיפאדה, לא היה מעורב באירוע ביטחוני כלשהו, ייחל לרגע שתיפסק האלימות היהודית-פלשתינאית כדי שיוכל לשוב למסלול חייו הקודם (הוא היה אמן גילוף בעץ), נהרג על מפתן ביתו כשהוא ובני משפחתו חורשים את חלקת אדמתם. הרושם הזה [א1] התחזק [/א1] כשהתברר שמכתב ששיגר עו""ד דרוויש נאסר, פרקליטה של משפחת ההרוג, ללשכת שר המשטרה דאז, חיים בר-לב, לא [א2] טופל [/א2] כלל, ושפניות של ח""כ דדי צוקר ושל אדי קאופמן (מעבידו של מובארק) לא נענו אף הן.",1,AFTER
" הם היו משוכנעים שתוצאות הבחירות [א1] יחייבו [/א1] את שיתופה של ""כך"" בממשלה, וכי כהנא יהיה בעמדת מיקוח שתאפשר לו לקבוע מדיניות חדשה לחלוטין כלפי הערבים (בישראל ובשטחים; כהנא ואנשיו לא עשו הבחנה ביניהם), היינו: לבצע את רעיון הטרנספר. החלטת בג""ץ [א2] שאישרה [/א2] את פסילת רשימתו של כהנא שמה קץ לחלום, והמיטה מהלומה אנושה על ""כך"".",2,EQUAL
 בעיקר התאכזבו האלפים מן העובדה שלא [א1] נכבשו [/א1] שערים (0 0). העיר אשדוד [א2] אימתה [/א2] את המוניטין ההולך לפניה כעיר מטורפת לכדורגל.,3,VAGUE
" הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות המיוחסות להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, הגיעו שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה [א1] שהזכירה [/א1] את מותו של מובארק [א2] ונקבע [/א2] כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",0,BEFORE
" כשניסינו לתומנו את ההצעה, התברר שהמודעה אינה מדויקת. לפחות חברה אחת לא [א1] נכנסה [/א1] להסדר במלואו, ובאחרת טרם [א2] התארגנו [/א2] להסדר החדש.",3,VAGUE
" מנגד, דווקא שחקני גבת הפתיעו במשחק לחימה, כאשר בשורותיהם [א1] בלטו [/א1] רוברטס ואריה רוזנברג. לא [א2] חסר [/א2] הרבה שיחוללו הפתעה גדולה.",0,BEFORE
" טיב ההסכם לא נודע, אך הגיבור המגמגם [א1] מת [/א1] מיתה משונה עוד באותו פרק. בדרך לדוכנים קרה כנראה משהו לספר הזה, שתרגומו לעברית ראה אור ב5591, שכן הוא אינו [א2] מופיע [/א2] כלל בקטלוג של הספרייה הלאומית בירושלים (כל מי שהיה לו עסק בזמן זה או אחר עם הספרייה הלאומית, יודע שיש שם פער עצום בין הרשום בקטלוג לבין הספרים שניתן להשיג בפועל; אך הקטלוג עצמו, לפחות, אמור להיות מושלם) ואף לא בלקסיקון של אוריאל אופק לספרות ילדים.",0,BEFORE
" בדרך זו יסופקו רבים מאנשי המחוזות הבריאים יחסית, וכן אנשי הפשע [א1] שיקימו [/א1] בדרום מעין מדינה משלהם. אומנם תוכנית זו רחוקה מהמציאות הפוליטית והכלכלית של איטליה, אבל היא [א2] מעידה [/א2] על הלך הרוח.",1,AFTER
" כמו כל דבר אחר, נושאים הזוכים לסבסוד נכבד באים והולכים. בסוף שנות ה07 [א1] הרבו [/א1] למשל לדבר בתחום היחסים הבין-לאומיים על ""הדיאלוג בין צפון ודרום"" ועל ""תלות הדדית"", והרבה כסף [א2] הוקדש [/א2] להגות על מדינות העולם השלישי.",0,BEFORE
" הן ביקשו לתחום את המשפט למסגרתו המשמעתית, והזכירו לשופטים כי פרקליט מחוז ירושלים קבע שאי-אפשר להעמיד את שני הנאשמים לדין פלילי על הריגה, משום שאין יכולת להוכיח כי היריות [א1] המיוחסות [/א1] להם הן שהרגו את מובארק. לאחר סדרה לא קצרה של ישיבות, שבהן פרשה התביעה את ראיותיה, [א2] הגיעו [/א2] שני הצדדים להסכם: גיליון האישום תוקן הושמטה ממנו הפסקה שהזכירה את מותו של מובארק ונקבע כי היריות שירו השניים לא גרמו לסיכון חיי אדם.",0,BEFORE
" בין המסמכים [א1] שהוחרמו [/א1] בדירותיו לא נמצא רשיון לנשיאת כלי נשק. המספר הסידורי על קת אקדח המגנום, שבו [א2] ירה [/א2] על-פי החשד א-נוסייר בכהנא, נמחק ולכן לא הצליחו החוקרים לגלות היכן קיבל אותו.",1,AFTER
" בבית [א1] ראיתי [/א1] שהם מקולקלים. היות שהתכוונתי לתת את הפירות במתנה, התקשרתי בערב אל מנהל החנות [א2] ושאלתי [/א2] אם יוכל לשלוח לי ביום ששי שקדים ואגוזי לוז טריים (אין לי מכונית והחנות רחוקה מביתי).",0,BEFORE
" קשרי מכבי, נימני, קלינגר, זוהר ושוהם [א1] שהחליף [/א1] את מלמיליאן הפצוע, גילו עליונות בולטת במרכז השדה ולאחר החמצה של קלינגר בדקה העשירית עלו ליתרון (91): זוהר פרץ באין מפריע באגף הימני, שילח כדור למרכז הרחבה וקלינגר הצליח במה שנכשל קודם ובבעיטה מ-8 מטרים קבע 1 0. דקה לאחר השער שספגו נותרו החולונים עם עשרה שחקנים, פעם רביעית בעונה זו, [א2] כשהמורחק [/א2] התורן הוא אילן חכים שבעט ללא כדור באלי דריקס וראה את כרטיסו האדום של שיינר.",0,BEFORE
" סניגורו של הנאשם, מייקל וורן, האשים אתמול את המשטרה שהמשיכה לחקור את הנאשם בליל שלישי במשך שלוש שעות, למרות [א1] שקיבלה [/א1] הוראה משפטית מפורשת שלא לעשות זאת. החשוד, שעדיין אינו מסוגל לדבר בגלל פציעתו, [א2] ענה [/א2] לחוקריו בעזרת פתקים כתובים.",0,BEFORE
" לו רק היה הימין [א1] סומך [/א1] קצת על השמאל שיעזור לו להשתחרר מהפחד, היינו כולנו נשכרים. תל-אביב: ח""כ יוסי שריד הודיע לאחרונה כי [א2] טעה [/א2] כאשר התנגד להפצצת הכור האטומי בעיראק.",3,VAGUE
" בפנייתי לבג""ץ, האגודה לזכויות האזרח [א1] הצטרפה [/א1] לשדולת הנשים בישראל, ויוצגתי על ידי עו""ד אביגדור פלדמן מטעמה של האגודה לזכויות האזרח, יחד עם עו""ד פרנסיס רדאי משדולת הנשים בישראל. בכוחות המשותפים האלו הצלחנו להשיג פסק דין [א2] צודק [/א2] ונאור.",0,BEFORE
" אגמי טען כי על ממשלת ישראל להעניק לחברות הבנייה בישראל מענקים לעידוד הכנת טכנולוגיות חדשות לענף, ואת עובדי הבנין לעודד על ידי שכר מועדף ומוגדל שיועבר ישירות לעובד, ולא לחברות הבנייה. בישיבה השבועית של מזכירות ההסתדרות במרחב חיפה [א1] שהתקיימה [/א1] אתמול נמסר כי בשבועיים האחרונים חלה עלייה בדרישה לפועלים בענף הבנייה, לרבות דרישה לפועלים בלתי מקצועיים, אך נוכח השכר הנמוך [א2] המוצע [/א2] לדורשי העבודה, ההענות היתה מעטה.",1,AFTER
" שר האוצר, המתמודד עם גירעון תקציבי גדול, מסרב להגדיל את תקציבי משרד המשפטים (לפי שעה כ7% בלבד מתקציב המדינה). על הממשלה [א1] מופעל [/א1] לחץ גם מצד תנועות לאוטונומיה מקומית בצפון, [א2] שזכו [/א2] בהצלחה מרשימה בבחירות המקומיות במאי השנה.",0,BEFORE
" ואילולא נתפסה ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה [א1] יבואו [/א1] בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה משתחרר מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות. אך לפני הכל ארה""ב חייבת להבהיר לעצמה לשם מה הקימה את העולם על רגליו, ולהשגתה של איזו מטרה שלחה למפרץ צבא, שמבחינת כוח האש הנישא בכליו [א2] שם [/א2] בכיסו הקטן את כל צבאות הברית במלחמת העולם השנייה.",1,AFTER
"המשפט המחוזי בתל-אביב הוגשה השבוע תביעה בסכום של 905 אלף ש""ח שהגישה חברת הביטוח רותם נגד סוכני הביטוח אבנר קופל, בעל סוכנות ביטוח בתל-אביב, ונגד ראובן עופרי מנהל סוכנות ביטוח בחיפה. בתביעה [א1] שהוגשה [/א1] בסדר דין [א2] מקוצר [/א2] טוענת פרקליטת חברת הביטוח, עו""ד רחל בלומנטל, כי שני הנתבעים התקשרו עם חברת הביטוח אושיות (בפירוק) להנפקת פוליסות ביטוח לעובדי חברת החשמל, והכספים המגיעים לרותם הם סכומי הפרמיות שנגבו מעובדי חברת החשמל (או שהיו צריכים להיגבות).",2,EQUAL
" לפיד מודע לכך שהסדרות שצולמו לטלוויזיה הישראלית עד כה לא [א1] התקבלו [/א1] באהדה רבה על-ידי המבקרים. לטענתו, דווקא משום כך לא [א2] התפתח [/א2] תחום זה.",0,BEFORE
" בנובמבר נרשמה בחו""ל ירידה במחירי הדלק, שקיזזה את העלאתם בספטמבר-אוקטובר. ליפשיץ [א1] אמר [/א1] עוד כי עד כה [א2] נצבר [/א2] עודף הכנסות של כ05 מיליון ש בגין העלאת מחירי הדלק.",1,AFTER
 האלמנט הקומי יהיה בטקסט ובמשחק. הוא [א1] חושב [/א1] שהם [א2] עושים [/א2] סדרה טובה ומצחיקה.,1,AFTER
" חברי ההנהלה, לטענת המבקרים, [א1] משחקים [/א1] ""ראש קטן"", כל אחד לעצמו. עכשיו כשפרץ במלוא עוצמתו הסכסוך עם העובדים עומדים רוב חברי ההנהלה מן הצד ואינם מתערבים, [א2] טוענים [/א2] העובדים.",0,BEFORE
" ראשון לציון הירבתה לאבד כדורים, וברגעים קריטיים איפשרה לשחקני גבת לחזור למשחק. בגבת [א1] שיחק [/א1] רק הזר קלווין רוברטס, ואילו הזר השני ארנולד [א2] ישב [/א2] על הספסל ולא שותף עקב פציעה.",2,EQUAL
" גם המשפט המשמעתי התנהל כדת וכדין, תוך התנצחות-אמת בין התביעה להגנה והכרעה עניינית של בית המשפט, במסגרת סמכותו. החוליה הנעלמת היא טיב החקירה שניהל המחוז הדרומי, שבסופה לא [א1] נמסרו [/א1] לפרקליטות המחוז ראיות שהיו [א2] מספיקות [/א2] לשם ניסוח כתב-אישום בגין הריגה.",0,BEFORE
" במסגרת זאת [א1] הופקו [/א1] עד כה שמונה אלבומים. ועדה ובה אמנים, בעלי גלריות ונציגי הבנק [א2] בחרה [/א2] אמנים שישתתפו באלבום.",1,AFTER
" מותו של אדם תמים התגמד לדיון בבית דין משמעתי של המשטרה על חריגה מהוראות פתיחה באש. מה [א1] שנראה [/א1] לכאורה כרצח בכוונה תחילה (לפי עדויות בני משפחתו), לבש צורת המלצה להגשת גיליון אישום על הריגה, שקיבלה דמות של העמדה לדין על שתי עבירות משמעתיות, [א2] שהפכה [/א2] לגיליון אישום מתוקן שבו אין זכר לעובדת המוות.",0,BEFORE
" [א1] שפט [/א1] אריה וולף, 1,000 צופים, ביבנה. לב קפספבינמחצית ראשונה חלשה מאוד ובשניה שיפור ביכולת השמשונים [א2] שהתבטא [/א2] בשני שערים.",3,VAGUE
" במהלך מערכת הבחירות [א1] הקרין [/א1] מטהו של טוקי תשדיר טלוויזיה, שאחד מסעיפיו היה התנגדות לסיוע חוץ. בעיני השדולה הפרו-ישראלית בוואשינגטון, התנגדות לסיוע חוץ [א2] מעמידה [/א2] את המתנגד מחוץ למחנה גם אם אינה מוסבת ספציפית על ישראל.",1,AFTER
" מה זה [א1] נותן [/א1] בחלוקה ל-02 איגודים במשך שנה כלום"". ללקין [א2] משווה [/א2] לפעילות של גופים אחרים וקובע: ""אנחנו מקופחים.",3,VAGUE
" גם החוק הפלילי החדש, [א1] שאושר [/א1] אחרי שנות מאבק פוליטי, מסייע בעקיפין לפשע. החוק [א2] המגן [/א2] על האזרח מגן למעשה על הפושעים של הדרום.",0,BEFORE
" לדברי העיתון ""ניוז דיי"", יום לפני הרצח היה א-נוסייר אמור לעבור ממקום עבודתו הנוכחי לבית המשפט בברוקלין. העיתון מוסר, מפי עדים במחלקת העבודות המיוחדות, כי א-נוסייר [א1] הגיב [/א1] בזעם [א2] כששמע [/א2] על ההעברה.",1,AFTER
" מסמכים חיוניים נתקעו במכונות ההעתקה, סוכנויות נסיעות נתקעו באמצע הזמנה לחו""ל או הנפקת כרטיס. מי [א1] שחשב [/א1] שההוראה [א2] ששיגר [/א2] לבורסה יצאה במועד התאכזב, ואולי הפסיד כסף.",1,AFTER
"1% נמוכה מדי. שוחט [א1] נענה [/א1] לבקשה [א2] וזימן [/א2] את ברונו להופיע בישיבתה הבאה של הוועדה, ביום ב.",0,BEFORE
" מי שחולש על הכספים הוא ראש העיר הקשור בארגוני הפשע. חלק חשוב מהתקציבים [א1] שאושרו [/א1] בזמנו מופקדים בבנקים [א2] המקורבים [/א2] לראש הממשלה לשעבר, הדמו-נוצרי דא מיטה, בן האזור.",3,VAGUE
" נציג המהנדסים [א1] טען [/א1] בבוררות, כי העירייה נמנעה מלפעול נגד ארגונים ומוסדות אחרים, הממוקמים במבנים שהוקמו על קרקע עירונית, אשר חוזה החכירה שלהם עם העירייה פג כמו ""מצודת זאב"", ""בית המורה"" ועוד. לטענת המהנדסים מתכחש כיום ראש העירייה להבטחתו זו וכן להתחייבות שנתן, לדבריהם, בשעתו, בבית משפט שדן בעניין דומה [א2] הקשור [/א2] עם מכון התקנים.",2,EQUAL
"הידיעה שפורסמה תחת הכותרת: ""הורים בבית הספר בנווה-מונוסון נגד טיול לירושלים; טוענים: הפגנה פוליטית""; (""הארץ"", 0192), הטרידה אותי מאוד. נילי מנדלר, שמסרה את הידיעה מפי הורים (אין יודעים אם מדובר בהורה בודד, או בקבוצת הורים מסוימת), [א1] כתבה [/א1] כי ""אחד ההורים, שהחזיר למנהלת את הספח החוזר שבו [א2] הביע [/א2] התנגדות להשתתפות ילדו בטיול, טען כי ""זהו חינוך פוליטי כאשר ילדינו משמשים אמצעי חי להפגנות"".",1,AFTER
" מנכ""ל הפועל יעקב אבימור הבהיר אתמול למזכיר מועצת פועלי בית שאן פיני קבלו שאם השחקנים [א1] יממשו [/א1] את איומם לענוד סרט שחור ולעמוד דקת דומיה, הם יועמדו לדין משמעתי בפני ועדת המשמעת העליונה של מרכז הפועל. קבלו אמר שהנהלת הפועל בית שאן מתייחסת בחומרה רבה [א2] ומביעה [/א2] שאט נפש מהרעיון של כמה שחקני הקבוצה לעמוד דקת דומיה ולענוד סרט שחור במשחק נגד אום אל-פאחם.",1,AFTER
" הוא טען כי יו""ר הסיעה ח""כ שרה דורון הכחישה באוזניו את הטענה כי אי מינויו לוועדת חוץ וביטחון הוא עונש פוליטי. ריבלין [א1] האשים [/א1] ""ח""כים ירושלמים (קרי: הנגבי, קורפו, ויהושע מצא) [א2] המנצלים [/א2] את מעמדם בהנהלת הסיעה, כדי למנוע כל אפשרות שיכהן בחבר בוועדת חוץ וביטחון.",1,AFTER
" בדקנו מוצרים מספר של חברת לנקום ומצאנו שעל גבי האריזה מופיע בדרך כלל הסימון בלבד, ללא כתובת. על דפי ההסבר [א1] המצורפים [/א1] למוצרים [א2] מופיעה [/א2] הכתובת הידועה של לנקום מנהל שיווק, פי.",2,EQUAL
" קפכותאחד מוותיקי האוצר, המשנה לממונה על שוק ההון וביטוח, [א1] עומד [/א1] לפרוש מתפקידו בינואר. פרידמן [א2] התחיל [/א2] את עבודתו באוצר לפני 04 שנה, בהיותו סטודנט.",1,AFTER
" אולם שר התעשיה והמסחר משה נסים, שהיה שותף בצוות המו""ם עם אגו""י והמפלגות הדתיות, אינו מעוניין בסגן שר במשרדו, וגם ארנס אינו [א1] מתלהב [/א1] יותר מדי להצעה כזו. עד [א2] שיזכה [/א2] ביבי במשרה שתיראה לו הודיעה המפד""ל לשמיר כי נציגה בוועדת הכספים, ח""כ ביבי, לא יתמוך במתן משרת יו""ר הועדה לאגו""י וללא קולו יתקשה הליכוד בהשגת רוב בוועדה להחלפת היו""ר.",0,BEFORE
" החוקרים התלבטו, בין השאר, כיצד להבדיל בין יוזמה פרטית לציבורית, ולכך נתן פרוף נחום גרוס תשובה מקורית: אם העסק היה מרוויח גם כאשר ההשקעה ביסודה היתה של הון ציבורי, כמו למשל המושבות, הרי מדובר היה ביוזמה פרטית. אם העסק [א1] הפסיד [/א1] וחדל להתקיים, [א2] מדובר [/א2] ביוזמה פרטית קלאסית.",0,BEFORE
 שתי הראשונות ישחקו מחר בבית נגד יריבות נוחות: המוליכה באיירן מינכן (71 נק) [א1] מארחת [/א1] את דורטמונד (מדורגת 9) וקייזרסלאוטרן (61 נק) מחכה לדיסלדורף (מקום 21). ורדר ברמן עלולה לאבד את מקומה השלישי (גם לה 61 נק) אם [א2] תפסיד [/א2] בשטוטגארט.,3,VAGUE
" עיקרי ההוראות החדשות לתוכנית המיתאר הארצית לדרכים שאושרו על ידי המועצה הארצית לתכנון ולבנייה ושטעונות עדיין אישור הממשלה הם הבחנה בין שלבי התכנון השונים וצרכיהם: ""רצועה לתכנון"" ו""רצועה לדרך"", פישוט הליכי מתן הקלות בקווי בניין, קביעת נוהלים ודרישות המלווים הגשת תוכניות לדרכים, קביעת ""דרך נופית"", מיסוד הגשת תסקירי השפעה על הסביבה באזורים בנויים וקביעת הסטייה [א1] המותרת [/א1] בהתוויית דרך. דינה רצבסקי, מנהלת אגף תוכניות ארציות ומחוזיות במשרד הפנים, ציינה שהוראות אלו, אשר תבואנה במקום ההוראות שאושרו ב-6791, תשפרנה את התכנון המוקדם של הדרכים [א2] ותזרזנה [/א2] את הליכי הדיון וההחלטה במוסדות התכנון בכל הנוגע לסלילת כבישים חדשים.",0,BEFORE
" אבל סדאם חוסיין היה מתת-שמים לכל המומחים לפיקוח רב-צדדי על הנשק, [א1] הטוענים [/א1] זה שנים שיש להפסיק את הזרמתו של נשק מתוחכם לדיקטטורים רברבנים בעולם השלישי. מדובר בקומץ אנשים [א2] שניסו [/א2] למשוך אליהם כספי מענקים בעת שהעולם המטיר דולרים עלאסטרטגיה גרעינית ופיקוח רב-צדדי על הנשק.",0,BEFORE
" לכל אלה המתרשמים [א1] ומסתפקים [/א1] בקריאת הכותרת בלבד, אני יכול להבטיח שאכן התנהל שם קרב, והוא היה אחד הקשים והמפוארים בכל קרבות ישראל. ועל כך תעיד ההיסטוריה, ויעידו עשרות הלוחמים שנשארו בחיים [א2] והצליחו [/א2] לבצע את משימתם על אף האבדות הכבדות.",1,AFTER
" טילפנתי לרוקח האחראי, מר ליזר קסל. כעבור יומיים, הוא טילפן אלי, לירושלים, [א1] הודיע [/א1] לי [א2] שבדק [/א2] את כל קו הייצור ומצא כי אין תקלה בתרופה עצמה, אלא שהיא יבשה מהרגיל ומתפוררת יותר.",1,AFTER
" למקום השלישי עלה מכבי יבנה [א1] שניצח [/א1] את הפועל טבריה 1 0. מכבי פ""ת ממשיך לאבד נקודות רק 1 1 עם מכבי יפו [א2] וירד [/א2] למקום החמישי.",3,VAGUE
" אכן, כך [א1] עשתה [/א1] חטיבת ""הראל"". היא כבשה תחילה את המנזר ואת התנגדות האויב שברה לאחר מכן, בקרב מגננה [א2] שהתנהל [/א2] בתוך המנזר (קרב מגננה מיועד לשבירת כוחות חזקים ממך).",3,VAGUE
" עיקרי ההוראות החדשות לתוכנית המיתאר הארצית לדרכים שאושרו על ידי המועצה הארצית לתכנון ולבנייה ושטעונות עדיין אישור הממשלה הם הבחנה בין שלבי התכנון השונים וצרכיהם: ""רצועה לתכנון"" ו""רצועה לדרך"", פישוט הליכי מתן הקלות בקווי בניין, קביעת נוהלים ודרישות המלווים הגשת תוכניות לדרכים, קביעת ""דרך נופית"", מיסוד הגשת תסקירי השפעה על הסביבה באזורים בנויים וקביעת הסטייה [א1] המותרת [/א1] בהתוויית דרך. דינה רצבסקי, מנהלת אגף תוכניות ארציות ומחוזיות במשרד הפנים, [א2] ציינה [/א2] שהוראות אלו, אשר תבואנה במקום ההוראות שאושרו ב-6791, תשפרנה את התכנון המוקדם של הדרכים ותזרזנה את הליכי הדיון וההחלטה במוסדות התכנון בכל הנוגע לסלילת כבישים חדשים.",0,BEFORE
" על פי עסקת טיעון בין התובעת, מפקח הדס שפי, לסנגוריות, פקד יהודית עליאוף ופקד זהבה לייב, הושמטה מגיליון האישום המקורי העובדה שבנסיבות שבהן חרגו שני הנאשמים מנוהל הפתיחה באש נהרג אדם, כפרי בן 62, אב לארבעה, [א1] שחרש [/א1] באותה שעה את חלקת האדמה המשפחתית באזור בית סחור. גם בגיליון האישום המקורי לא נאמר במפורש שכתוצאה מהיריות של השניים [א2] נהרג [/א2] סאלם איסמעיל מובארק.",0,BEFORE
" בעייתה של ארה""ב והדבר אמור במשנה תוקף לגבי יתר ארצות המערב לא [א1] נעוצה [/א1] בחוסר יכולת, במונחי עוצמה, להעמיד את עיראק במקומה. ואילולא נתפסה ביהירותה המעצמתית לאשליה כי היא מסוגלת לתכנן מראש מי ומה [א2] יבואו [/א2] בעיראק במקום סדאם חוסיין וקלגסיו, אפשר שהגנרל היה משתחרר מתהיותיו, ואולי אפילו מזכיר המדינה היה חדל לרקוד בשתי חתונות.",0,BEFORE
" מעריכים כי פוטנציאל הביקוש של הקבלנים וחברות הבנייה להשתלבות בעבודות הבנייה להיקפים של כ5405 אלף יחידות-דיור. התאחדות הקבלנים ביקשה מהקבלנים ומחברות הבנייה להצהיר לגבי היקף הבנייה אותה [א1] מבקשים [/א1] הם לבצע בדרך של בנייה יזומה על קרקעות אשר יוקצו להם על-ידי משרד השיכון, או במסגרת של בנייה תקציבית [א2] שתהווה [/א2] אחד מן המסלולים שיופעלו על-ידי המשרד.",0,BEFORE
